pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,gaia_dist,st_teff,st_mass,st_rad,pl_eqt,pl_masse,pl_rade,pl_ratdor,pl_disc,pl_telescope,pl_pelink,pl_edelink,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age
K2-283,K2-283 b,Transit,1,1.921036,407.62,5060,0.89,0.82,1186,,3.52,8.23,2018,0.95 m Kepler Telescope,,,,4.56,,2.861,0.28,[Fe/H],
K2-284,K2-284 b,Transit,1,4.795069,107.6,4140,0.63,0.61,653,,2.78,16.84,2018,0.95 m Kepler Telescope,,,,4.67,-1.013,3.91,0,[Fe/H],0.12
K2-285,K2-285 b,Transit,4,3.471745,155.65,4975,0.83,0.79,1089,9.68,2.59,10.43,2018,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_246471491_b/,,K2 V,4.4,,2.512,0,[Fe/H],
K2-285,K2-285 c,Transit,4,7.138048,155.65,4975,0.83,0.79,741,15.68,3.53,22.51,2018,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_246471491_c/,,K2 V,4.4,,2.512,0,[Fe/H],
K2-285,K2-285 d,Transit,4,10.45582,155.65,4975,0.83,0.79,620,6.5,2.48,32.2,2018,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_246471491_d/,,K2 V,4.4,,2.512,0,[Fe/H],
K2-285,K2-285 e,Transit,4,14.76289,155.65,4975,0.83,0.79,501,10.7,1.95,49.43,2018,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_246471491_e/,,K2 V,4.4,,2.512,0,[Fe/H],
K2-286,K2-286 b,Transit,1,27.359,76.32,3926,0.64,0.62,347,,2.1,63,2018,0.95 m Kepler Telescope,,,M0 V,4.7,-1.046,,0,[Fe/H],
K2-287,K2-287 b,Transit,1,14.893291,159.05,5695,1.06,1.07,804,100.11645,9.494,23.87,2018,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-287_b/,,,4.4,,1.217,0.2,[Fe/H],4.5
K2-288 B,K2-288 B b,Transit,1,31.393463,65.72,3341,0.33,0.32,226,,1.9,110.2,2018,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-288b_b/,,M3 V,4.96,-1.93,14.2,-0.21,[Fe/H],1
K2-289,K2-289 b,Transit,1,13.156969,276.47,5529,0.95,1.02,753,,9.1,22.5,2019,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-289_b/,,,4.39,,1.24,0.162,[Fe/H],
K2-29,K2-29 b,Transit,1,3.2588321,179.39,5358,0.94,0.86,1171,232.0159,13.339,10.51,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-29_b/,,G7 V,4.54,,,0.16,[Fe/H],2.6
K2-290,K2-290 b,Transit,2,9.21165,274.99,6302,1.19,1.51,1230,10.9,3.06,13.15,2019,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_249624646_b/,,,4.23,,0.485,-0.06,[Fe/H],4
K2-290,K2-290 c,Transit,2,48.36685,274.99,6302,1.19,1.51,676,246.00042,11.276,43.5,2019,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_249624646_c/,,,4.23,,0.485,-0.06,[Fe/H],4
K2-291,K2-291 b,Transit,1,2.225177,90.29,5520,0.93,0.9,,6.49,1.589,7.7942,2019,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_247418783_b/,,,4.5,-0.166,,0.08,[Fe/H],3.72
K2-293,K2-293 b,Transit,1,13.1225,396.64,5532,0.96,0.95,750,,2.45,22.9,2019,0.95 m Kepler Telescope,,,,4.52,,,0.218,[M/H],
K2-294,K2-294 b,Transit,1,2.50387,377.04,5612,0.99,1.2,1425,,1.66,6.49,2019,0.95 m Kepler Telescope,,,,4.2,,,0.194,[M/H],
K2-295,K2-295 b,Transit,1,4.024867,234.36,4444,0.74,0.7,852,106.47305,10.054,13.76,2018,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_220501947_b/,,K5 V,4.63,,3.043,0.14,[Fe/H],
K2-3,K2-3 b,Transit,3,10.05449,44.13,3896,0.6,0.56,463,,2.18,25.6,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-3__b/,http://exoplanets.org/detail/K2-3_b,M0 V,4.72,,,-0.32,[Fe/H],
K2-3,K2-3 c,Transit,3,24.64354,44.13,3896,0.6,0.56,344,,1.85,42.2,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-3_c/,http://exoplanets.org/detail/K2-3_c,M0 V,4.72,,,-0.32,[Fe/H],
K2-3,K2-3 d,Transit,3,44.55983,44.13,3896,0.6,0.56,282,,1.51,62.1,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-3_d/,http://exoplanets.org/detail/K2-3_d,M0 V,4.72,,,-0.32,[Fe/H],
K2-30,K2-30 b,Transit,1,4.098503,336.26,5425,0.9,0.84,1092,184.02357,11.646,12.34,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-30_b/,,G6 V,4.54,-0.256,2.11,-0.15,[Fe/H],3.9
K2-308,K2-308 b,Transit,1,3.38628,,6100,1.09,1.24,,,9.916,7.94,2019,0.95 m Kepler Telescope,,,,3.94,,,-0.1,[Fe/H],
K2-31,K2-31 b,Transit,1,1.25785,110.87,5280,0.91,0.78,,563.83042,11.882,6.05,2016,0.95 m Kepler Telescope,,,G7 V,4.6,,,0.08,[Fe/H],
K2-32,K2-32 b,Transit,4,8.991828,158.39,,0.86,0.84,,,4.96,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-32_b/,,G9 V,,,2,,,
K2-32,K2-32 c,Transit,4,20.66186,158.39,,0.86,0.84,,,2.74,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-32_c/,,G9 V,,,2,,,
K2-32,K2-32 d,Transit,4,31.7142,158.39,,0.86,0.84,,,3.27,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-32_d/,,G9 V,,,2,,,
K2-32,K2-32 e,Transit,4,4.34882,158.39,,0.86,0.84,,,1.01,,2019,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-32_e/,,G9 V,,,2,,,
K2-33,K2-33 b,Transit,1,5.424865,139.8,3540,0.56,1.05,,1175.971,5.04,10.4,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-33_b/,,M3.3,,-0.824,0.72,,,0.009
K2-34,K2-34 b,Transit,1,2.995633,352.08,6071,1.15,1.44,1559,,13.96,6.84,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-34_b/,,F9 V,4.18,,0.675,0.03,[Fe/H],
K2-35,K2-35 b,Transit,2,5.608352,254.43,4402.71,0.7,0.62,,,1.93,19.1,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-35_b/,,K4 V,,,,,,
K2-35,K2-35 c,Transit,2,2.399964,254.43,4402.71,0.7,0.62,,,1.32,10.53,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-35_c/,,K4 V,,,,,,
K2-36,K2-36 b,Transit,2,1.422614,110.09,4916,0.79,0.72,1224,3.9,1.43,6.63,2016,0.95 m Kepler Telescope,,,K2 V,4.62,-0.57,2.99,-0.09,[Fe/H],1.4
K2-36,K2-36 c,Transit,2,5.340888,110.09,4916,0.79,0.72,788,7.8,3.2,16.01,2016,0.95 m Kepler Telescope,,,K2 V,4.62,-0.57,2.99,-0.09,[Fe/H],1.4
K2-37,K2-37 b,Transit,3,4.44117,180.86,5413,0.9,0.85,974,,1.61,11.4,2016,0.95 m Kepler Telescope,,,G3 V,4.52,,,-0.03,[Fe/H],
K2-37,K2-37 c,Transit,3,6.42904,180.86,5413,0.9,0.85,861,,2.75,13.5,2016,0.95 m Kepler Telescope,,,G3 V,4.52,,,-0.03,[Fe/H],
K2-37,K2-37 d,Transit,3,14.09189,180.86,5413,0.9,0.85,663,,2.73,26.2,2016,0.95 m Kepler Telescope,,,G3 V,4.52,,,-0.03,[Fe/H],
K2-38,K2-38 b,Transit,2,4.01593,193.71,5757,2.24,1.38,,19.0698,1.906,10.1,2016,0.95 m Kepler Telescope,,,G2 V,4.35,,1.21,0.28,[Fe/H],
K2-38,K2-38 c,Transit,2,10.56103,193.71,5757,2.24,1.38,858,9.9,2.42,26.2,2016,0.95 m Kepler Telescope,,,G2 V,4.35,,1.21,0.28,[Fe/H],
K2-39,K2-39 b,Transit,1,4.60543,310.14,4881,0.66,2.97,,28.6047,6.277,3.41,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-39_b/,,,3.44,,0.04,0.32,[Fe/H],
K2-4,K2-4 b,Transit,1,10.003417,233.37,4014.73,0.64,0.57,,,2.1,27.68,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-4_b/,,,,,,,,
K2-42,K2-42 b,Transit,1,6.68796,401.36,4613,0.7,0.64,,,2.15,,2016,0.95 m Kepler Telescope,,,,4.66,,,,,
K2-43,K2-43 b,Transit,2,3.471149,183.48,3840.6,0.57,0.54,939,,4.51,8,2016,0.95 m Kepler Telescope,,,,,,,,,
K2-43,K2-43 c,Transit,2,2.198884,183.48,3840.6,0.57,0.54,1094,,2.42,5.9,2019,0.95 m Kepler Telescope,,,,,,,,,
K2-44,K2-44 b,Transit,1,5.65688,483.19,5912,1.15,1.58,,,2.72,,2016,0.95 m Kepler Telescope,,,,4.1,,,,,
K2-45,K2-45 b,Transit,1,1.7292684,502.34,4103,0.5,0.45,,,6.71,,2016,0.95 m Kepler Telescope,,,,4.82,,,,,
K2-46,K2-46 b,Transit,1,19.1541,454.93,6256,0.96,1.29,,,2.05,,2016,0.95 m Kepler Telescope,,,,4.2,,,,,
K2-47,K2-47 b,Transit,1,31.6372,353.38,5054,0.75,0.76,,,1.89,,2016,0.95 m Kepler Telescope,,,,4.54,,,,,
K2-48,K2-48 b,Transit,1,20.5065,316.61,4899,0.77,0.73,,,2.24,,2016,0.95 m Kepler Telescope,,,,4.6,,,,,
K2-49,K2-49 b,Transit,1,2.77065,463.06,4175,0.51,0.45,,,1.93,,2016,0.95 m Kepler Telescope,,,,4.81,,,,,
K2-5,K2-5 b,Transit,2,5.73594,204.12,3930,0.61,0.57,565,,1.91,14,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-5_b/,,K7.5 V,4.71,,,-0.33,[Fe/H],
K2-5,K2-5 c,Transit,2,10.93241,204.12,3930,0.61,0.57,456,,2.26,15.6,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-5_c/,,K7.5 V,4.71,,,-0.33,[Fe/H],
K2-50,K2-50 b,Transit,2,8.7529,259.33,,0.61,,,,1.59,,2016,0.95 m Kepler Telescope,,,,,,,,,
K2-52,K2-52 b,Transit,1,3.535055,1064.53,7147,1.69,2.19,2004,,18,5.2,2016,0.95 m Kepler Telescope,,,,3.98,,0.22,0.055,[Fe/H],
K2-53,K2-53 b,Transit,1,12.20772,138.56,5263,0.85,0.81,665,,2.6,26.3,2016,0.95 m Kepler Telescope,,,,4.55,,2.29,-0.037,[Fe/H],
K2-54,K2-54 b,Transit,1,9.7843,175.84,3798,0.42,0.38,,,1.15,,2016,0.95 m Kepler Telescope,,,,4.89,,,,,
K2-55,K2-55 b,Transit,1,2.849258,160.26,4456,0.7,0.63,,,3.82,,2016,0.95 m Kepler Telescope,,,,4.67,,,,,
K2-57,K2-57 b,Transit,1,9.0063,266.23,4434,0.68,0.62,,,2.1,,2016,0.95 m Kepler Telescope,,,,4.68,,,,,
K2-58,K2-58 b,Transit,3,7.05254,182.69,5413,0.89,0.86,,,2.68,,2016,0.95 m Kepler Telescope,,,,4.52,,,,,
K2-58,K2-58 c,Transit,3,2.53726,182.69,5413,0.89,0.86,,,1.62,,2016,0.95 m Kepler Telescope,,,,4.52,,,,,
K2-58,K2-58 d,Transit,3,22.8827,182.69,5413,0.89,0.86,,,1.71,,2016,0.95 m Kepler Telescope,,,,4.52,,,,,
K2-59,K2-59 b,Transit,2,20.6921,314.09,5055,0.77,0.73,,,2.41,,2016,0.95 m Kepler Telescope,,,,4.59,,,,,
K2-59,K2-59 c,Transit,2,11.2954,314.09,5055,0.77,0.73,,,2.3,,2016,0.95 m Kepler Telescope,,,,4.59,,,,,
K2-6,K2-6 b,Transit,1,30.94191,319.59,5850,0.97,0.96,615,,2.5,50.27,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-6_b/,,,,,,-0.14,[Fe/H],
K2-60,K2-60 b,Transit,1,3.00265,498.7,5500,0.97,1.12,1400,135.39558,7.656,7.78,2016,0.95 m Kepler Telescope,,,G4 V,4.07,,0.99,0.01,[Fe/H],10
K2-61,K2-61 b,Transit,1,2.57302,410.35,6293,1.21,1.36,,,2.48,,2016,0.95 m Kepler Telescope,,,,4.25,,,,,
K2-62,K2-62 b,Transit,2,6.67202,112.83,4880,0.77,0.73,,,2.14,,2016,0.95 m Kepler Telescope,,,,4.6,,,,,
K2-62,K2-62 c,Transit,2,16.1966,112.83,4880,0.77,0.73,,,2.14,,2016,0.95 m Kepler Telescope,,,,4.6,,,,,
K2-63,K2-63 b,Transit,2,20.257,524.41,6771,1.4,1.63,,,3.22,,2016,0.95 m Kepler Telescope,,,,4.15,,,,,
K2-63,K2-63 c,Transit,2,25.4556,524.41,6771,1.4,1.63,,,3.9,,2016,0.95 m Kepler Telescope,,,,4.15,,,,,
K2-64,K2-64 b,Transit,1,6.53044,506.87,5312,0.74,0.73,,,2.07,,2016,0.95 m Kepler Telescope,,,,4.58,,,,,
K2-65,K2-65 b,Transit,1,12.6475,,5213,0.87,0.84,,,1.58,,2016,0.95 m Kepler Telescope,,,,4.53,,,,,
K2-66,K2-66 b,Transit,1,5.06963,520.43,5887,1.11,1.67,1372,21.3,2.49,7.874,2016,0.95 m Kepler Telescope,,,,4.03,,,-0.047,[Fe/H],
K2-68,K2-68 b,Transit,1,8.05428,169.47,4746,0.73,0.68,,,1.58,,2016,0.95 m Kepler Telescope,,,,4.63,,,,,
K2-69,K2-69 b,Transit,1,7.06599,181.63,4127,0.55,0.49,,,2.32,,2016,0.95 m Kepler Telescope,,,,4.79,,,,,
K2-7,K2-7 b,Transit,1,28.67992,754.64,5772,0.97,0.96,651,,2.67,40.29,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-7_b/,,,,,,-0.07,[Fe/H],
K2-70,K2-70 b,Transit,1,13.97896,234.47,5622,0.94,0.93,,,2.89,,2016,0.95 m Kepler Telescope,,,,4.48,,,,,
K2-71,K2-71 b,Transit,1,6.98541,153.86,4006,0.48,0.43,,,2.15,,2016,0.95 m Kepler Telescope,,,,4.85,,,,,
K2-72,K2-72 b,Transit,4,5.577212,66.56,3360.47,0.27,0.33,,,1.08,24.16,2016,0.95 m Kepler Telescope,,,,,,,,,
K2-72,K2-72 c,Transit,4,15.189034,66.56,3360.47,0.27,0.33,,,1.16,47.82,2016,0.95 m Kepler Telescope,,,,,,,,,
K2-72,K2-72 d,Transit,4,7.760178,66.56,3360.47,0.27,0.33,,,1.01,29.91,2016,0.95 m Kepler Telescope,,,,,,,,,
K2-72,K2-72 e,Transit,4,24.158868,66.56,3360.47,0.27,0.33,,,1.29,64.53,2016,0.95 m Kepler Telescope,,,,,,,,,
K2-73,K2-73 b,Transit,1,7.49543,271.27,5922,1.05,1.06,,,2.45,,2016,0.95 m Kepler Telescope,,,,4.41,,,,,
K2-74,K2-74 b,Transit,1,19.5666,381.85,6060,0.96,0.98,,,2.31,,2016,0.95 m Kepler Telescope,,,,4.44,,,,,
K2-75,K2-75 b,Transit,2,7.8142,570.86,5995,1.16,1.56,,,2.67,,2016,0.95 m Kepler Telescope,,,,4.12,,,,,
K2-75,K2-75 c,Transit,2,18.311,570.86,5995,1.16,1.56,,,2.77,,2016,0.95 m Kepler Telescope,,,,4.12,,,,,
K2-77,K2-77 b,Transit,1,8.199796,142.31,4970,0.8,0.76,,603.877,2.3,23.2,2016,0.95 m Kepler Telescope,,,,4.47,-0.5,2.5,0.29,[Fe/H],0.85
K2-79,K2-79 b,Transit,1,10.99573,257.9,5926,1.06,1.28,,,3.69,,2016,0.95 m Kepler Telescope,,,,4.25,,,,,
K2-8,K2-8 b,Transit,2,10.35239,407.93,4870,0.78,0.74,631,,3.58,14.1,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-8_b/,,K3 V,4.52,,,-0.02,[Fe/H],
K2-8,K2-8 c,Transit,2,5.06416,407.93,4870,0.78,0.74,801,,2.41,13.5,2016,0.95 m Kepler Telescope,,,K3 V,4.52,,,-0.02,[Fe/H],
K2-80,K2-80 b,Transit,3,19.0918,201.96,5441,0.9,0.87,,,2.01,,2016,0.95 m Kepler Telescope,,,,4.52,,,,,
K2-80,K2-80 c,Transit,3,5.605,201.96,5441,0.9,0.87,,,1.47,,2016,0.95 m Kepler Telescope,,,,4.52,,,,,
K2-80,K2-80 d,Transit,3,28.867253,201.96,5441,0.9,0.87,,,2.552,45.619404,2018,0.95 m Kepler Telescope,,,,4.52,,,,,
K2-81,K2-81 b,Transit,1,6.102325,254.14,4674.13,0.75,0.63,,,1.97,19.77,2016,0.95 m Kepler Telescope,,,,,,,,,
K2-83,K2-83 b,Transit,2,2.74697,125.98,3910,0.48,0.42,,,1.244,,2016,0.95 m Kepler Telescope,,,,4.86,,,,,
K2-83,K2-83 c,Transit,2,9.99767,125.98,3910,0.48,0.42,,,1.483,,2016,0.95 m Kepler Telescope,,,,4.86,,,,,
K2-84,K2-84 b,Transit,2,6.4215,287.23,5652,0.95,0.93,,,2.41,,2016,0.95 m Kepler Telescope,,,,4.48,,,,,
K2-84,K2-84 c,Transit,2,27.86,287.23,5652,0.95,0.93,,,2.03,,2016,0.95 m Kepler Telescope,,,,4.48,,,,,
K2-85,K2-85 b,Transit,1,0.684533,97.49,4268,0.57,0.51,,,1.01,,2016,0.95 m Kepler Telescope,,,,4.78,,,,,
K2-86,K2-86 b,Transit,1,8.77683,260.61,5482,0.79,0.76,,,1.96,,2016,0.95 m Kepler Telescope,,,,4.58,,,,,
K2-87,K2-87 b,Transit,1,9.726618,498.24,5747,1.16,1.4,979,,7.6,14.4,2016,0.95 m Kepler Telescope,,,,4.21,,0.59,0.328,[Fe/H],
K2-88,K2-88 b,Transit,1,4.6122,110.91,3537,0.26,0.26,,,1.23,,2016,0.95 m Kepler Telescope,,,,5.02,,,,,
K2-89,K2-89 b,Transit,1,1.096026,86.25,3691,0.35,0.32,,,0.615,,2016,0.95 m Kepler Telescope,,,,4.96,,,,,
K2-9,K2-9 b,Transit,1,18.4498,83.16,3390,0.3,0.31,314,,2.25,26.3,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-9_b/,,M2.5 V,,-1.921,9.88,-0.25,[Fe/H],1
K2-90,K2-90 b,Transit,2,13.733314,134.71,4484,0.63,0.62,502,,2.6,33.4,2016,0.95 m Kepler Telescope,,,,4.65,,3.74,-0.225,[Fe/H],
K2-90,K2-90 c,Transit,2,2.900706,134.71,4484,0.63,0.62,,,1.3,12.02,2016,0.95 m Kepler Telescope,,,,4.65,,3.74,-0.225,[Fe/H],
K2-91,K2-91 b,Transit,1,1.419549,62.69,3622,0.29,0.28,,,1.1,,2016,0.95 m Kepler Telescope,,,,5,,,,,
K2-95,K2-95 b,Transit,1,10.134016,180.66,3548,0.44,0.42,383,,3.88,18.27,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-95_b/,,M3.0,4.84,,1.12,-0.03,[Fe/H],
K2-97,K2-97 b,Transit,1,8.406726,901.49,4717,1.2,4.47,1499,,10.61,10.16,2016,0.95 m Kepler Telescope,,,,3.22,,0.279,0.33,[Fe/H],
K2-98,K2-98 b,Transit,1,10.136448,526.34,6172,1.2,1.57,1092,,5.2,15.09,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_211391664_b/,,F8 V,4.13,,0.633,-0.06,[Fe/H],
K2-99,K2-99 b,Transit,1,18.251985,526.77,6217,1.63,2.63,1113,,11.73,12.01,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-99_b/,,G0 IV,3.81,,0.099,0.21,[Fe/H],
KELT-1,KELT-1 b,Transit,1,1.217514,270.49,6518,1.32,1.46,,8654.15,12.442,,2012,Mamiya 645 80mm f/1.9,http://exoplanet.eu/catalog/kelt-1_b/,,,,0.542,,,,
KELT-10,KELT-10 b,Transit,1,4.1662739,189.39,5948,1.11,1.21,1377,215.80657,15.681,9.34,2016,Mamiya 645 80mm f/1.9,http://exoplanet.eu/catalog/kelt-10_b/,,G0 V,4.32,0.217,0.889,0.09,[Fe/H],4.5
KELT-11,KELT-11 b,Transit,1,4.7361,99.44,5375,1.44,2.69,,54.34893,15.132,4.98,2017,Mamiya 645 80mm f/1.9,http://exoplanet.eu/catalog/kelt-11_b/,,G8/K0 IV,3.7,,0.104,0.17,[Fe/H],
KELT-12,KELT-12 b,Transit,1,5.031623,371.96,6279,1.59,2.37,1800,301.9385,19.952,6.08,2017,Mamiya 645 80mm f/1.9,http://exoplanet.eu/catalog/wasp-86_b/,,,3.89,0.892,0.168,0.19,[Fe/H],2.2
KELT-14,KELT-14 b,Transit,1,1.7100566,251.93,5720,1.24,1.52,1970,408.09372,19.537,4.248,2016,Mamiya 645 80mm f/1.9,http://exoplanet.eu/catalog/wasp-122_b/,,G4,4.17,,0.495,0.32,[Fe/H],5.11
KELT-15,KELT-15 b,Transit,1,3.32944,327.74,6003,2.06,1.78,,416.3573,19.504,6.7,2016,Mamiya 645 80mm f/1.9,http://exoplanet.eu/catalog/kelt-15_b/,,,4.17,,0.51,0.05,[Fe/H],
KELT-16,KELT-16 b,Transit,1,0.9689951,450.28,6236,1.21,1.36,2453,874.0325,15.861,3.23,2017,Mamiya 645 80mm f/1.9,http://exoplanet.eu/catalog/kelt-16_b/,,F7 V,4.25,0.401,0.679,-0.002,[Fe/H],3.1
KELT-17,KELT-17 b,Transit,1,3.0801716,227.96,7454,1.64,1.65,2087,416.3573,17.094,6.38,2016,Multiple Telescopes,http://exoplanet.eu/catalog/kelt-17_b/,,A,4.22,0.876,0.518,-0.018,[Fe/H],0.65
KELT-18,KELT-18 b,Transit,1,2.8717518,324.38,6670,1.52,1.91,2085,375.0394,17.598,5.138,2017,Mamiya 645 80mm f/1.9,http://exoplanet.eu/catalog/kelt-18_b/,,F4 V,4.06,0.813,0.3111,0.09,[Fe/H],1.9
KELT-19 A,KELT-19 A b,Transit,1,4.6117093,302.8,7500,1.62,1.83,1935,1293.5681,21.409,7.5,2017,Multiple Telescopes,http://exoplanet.eu/catalog/kelt-19_a_b/,,A8 V,4.13,0.978,0.376,-0.12,[Fe/H],
KELT-2 A,KELT-2 A b,Transit,1,4.11379,134.57,6327,1.54,1.93,,540.311,15.132,6.48,2012,Mamiya 645 80mm f/1.9,http://exoplanet.eu/catalog/kelt-2_a_b/,http://exoplanets.org/detail/KELT-2_A_b,F8,4.5,,0.3,0,[Fe/H],
KELT-20,KELT-20 b,Transit,1,3.4741085,136.96,8720,1.76,1.56,2262,1074.90106,19.515,7.42,2017,Mamiya 645 80mm f/1.9,http://exoplanet.eu/catalog/kelt-20_b/,,A2 V,4.29,1.104,0.641,-0.29,[Fe/H],0.6
KELT-21,KELT-21 b,Transit,1,3.6127647,477.26,7598,1.46,1.64,2051,1242.7153,17.777,6.86,2018,Mamiya 645 80mm f/1.9,http://exoplanet.eu/catalog/kelt-21_b/,,A8 V,4.17,0.905,0.468,-0.405,[Fe/H],1.6
KELT-23 A,KELT-23 A b,Transit,1,2.255251,126.72,5899,0.94,1,1561,298.12454,14.83,7.13,2019,Mamiya 645 80mm f/1.9,,,G2 V,4.42,0.034,1.349,-0.105,[Fe/H],6.4
KELT-24,KELT-24 b,Transit,1,5.5514926,96.79,6509,1.46,1.51,1459,1646.3594,14.258,9.95,2019,Mamiya 645 80mm f/1.9,http://exoplanet.eu/catalog/mascara-3_b/,,F5,4.25,0.565,0.603,0.186,[Fe/H],0.78
KELT-3,KELT-3 b,Transit,1,2.70339,211.35,6304,1.96,1.7,,616.5902,17.486,6,2013,Mamiya 645 80mm f/1.9,http://exoplanet.eu/catalog/kelt-3_b/,,,4.2,,0.56,0.05,[Fe/H],
KELT-4 A,KELT-4 A b,Transit,1,2.9895932,219.41,6206,1.2,1.6,1823,286.68266,19.044,5.792,2016,Mamiya 645 80mm f/1.9,http://exoplanet.eu/catalog/kelt-4_a_b/,,F,4.11,0.535,0.411,-0.116,[Fe/H],4.44
KELT-6,KELT-6 b,Transit,2,7.8457,242.39,6102,1.42,1.73,,165.2716,14.572,10.83,2014,Mamiya 645 80mm f/1.9,http://exoplanet.eu/catalog/kelt-6_b/,http://exoplanets.org/detail/KELT-6_b,F8,4.07,,0.39,-0.28,[Fe/H],
KELT-6,KELT-6 c,Radial Velocity,2,1276,242.39,6102,1.42,1.73,,,,,2015,Multiple Telescopes,http://exoplanet.eu/catalog/kelt-6_c/,,F8,4.07,,0.39,-0.28,[Fe/H],
KELT-7,KELT-7 b,Transit,1,2.73477,137.21,6768,1.76,1.81,,441.7837,17.934,5.5,2015,Mamiya 645 80mm f/1.9,http://exoplanet.eu/catalog/kelt-7_b/,,F,4.5,,0.42,0,[Fe/H],
KELT-8,KELT-8 b,Transit,1,3.24406,198.7,5754,0.81,1.46,,209.7678,18.159,5.9,2015,Mamiya 645 80mm f/1.9,http://exoplanet.eu/catalog/kelt-8_b/,,G2 V,4.08,,0.37,0.27,[Fe/H],
KELT-9,KELT-9 b,Transit,1,1.4811235,205.65,10170,2.52,2.36,4050,915.3504,21.196,3.153,2017,Mamiya 645 80mm f/1.9,http://exoplanet.eu/catalog/hd_195689_b/,,B9.5-A0,4.09,1.724,0.2702,-0.03,[Fe/H],0.3
KIC 10001893,KIC 10001893 b,Orbital Brightness Modulation,3,0.2197,1758.47,27500,,,,,,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kic_10001893_b/,,,5.35,,,,,
KIC 10001893,KIC 10001893 c,Orbital Brightness Modulation,3,0.32528,1758.47,27500,,,,,,,2014,0.95 m Kepler Telescope,,,,5.35,,,,,
KIC 10001893,KIC 10001893 d,Orbital Brightness Modulation,3,0.81161,1758.47,27500,,,,,,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kic_10001893_d/,,,5.35,,,,,
KIC 10525077,KIC 10525077 b,Transit,1,854.083,1525.31,6091,1.01,1.01,,,5.5,239.3,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-459_b/,,,4.42,,,-0.04,[Fe/H],
KIC 3558849,KIC 3558849 b,Transit,1,1322.3,1258.75,6175,0.98,1.01,,,6.9,576.7,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-455_b/,,,4.44,,,-0.42,[Fe/H],
KIC 5095269,KIC 5095269 b,Eclipse Timing Variations,1,237.68977,1230.6,,1.21,,,2445.06619,,,2017,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kic_5095269_(ab)_b/,,F7 V,,,,,,
KIC 5437945,KIC 5437945 b,Transit,2,440.7813,1322.48,6340,1.07,1.24,,,6.4,158.9,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-460_b/,,,4.16,,,-0.38,[Fe/H],
KIC 5951458,KIC 5951458 b,Transit,1,1320.1,758.78,6258,0.98,1.52,,,6.6,278.1,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-456_b/,,,4.08,,,-0.5,[Fe/H],
